reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,matched_aspects,Aplikasi,Pengiriman,Produk,Harga,Pembayaran,Layanan Pelanggan (CS),Penjual
31ad33fd-6d00-45d6-b06d-7f69a956c7c0,Aliva Olina,https://play-lh.googleusercontent.com/a/ACg8ocKqncH38Ad4lggYFiKp6N7KTLK7ku6Z4mePInMAlkfX6uAp-Q=mo,"barang2x bagus dan dtng tepat waktu, cuma ongkir ke Papua sangat mahal",5,0,3.59.43,2025-10-21 09:38:00,Hi kak Aliva Olina maaf ya terkait keluhan kamu. Shopee akan selalu berusaha memperbaiki dan meningkatkan pelayanan untuk penggunanya supaya lebih baik lagi kedepannya. Jika ada pertanyaan bisa chat aku kembali ya kak. Terima kasih telah menghubungi Shopee. Sehat selalu kak,2025-10-21 10:47:55,"Pengiriman,Harga",0,1,0,1,0,0,0
85ed5a52-eabe-4f20-b849-ee7d9e184277,arum galih,https://play-lh.googleusercontent.com/a/ACg8ocLZsh0tV2Xz-egChLK85j2T1fP_v8mwT_RQZrLZJjdGWtFHHQ=mo,pengiriman lama poll,1,0,,2025-10-21 09:37:38,Hai kak arum galih maaf ya bikin ga nyaman terkait kendala pesanan kamu. Aku bantu info mohon menunggu sampai estimasi maksimal pesanan tiba dan perhatikan masa garansi pesanan kamu. Supaya bisa dibantu cek mohon infokan username dan nomor pesanan via DM IG @shopee_id / @shopeecare_id. Terima kasih ^AL,2025-10-21 10:29:48,Pengiriman,0,1,0,0,0,0,0
b2052463-4a1b-4315-bfa2-4fd139b7136b,Sandi Rama,https://play-lh.googleusercontent.com/a/ACg8ocKcQsH4LwHc9Kbj1C8hQ5m_Pu9O0fkDzM2-pARvCv_iDQ0ZCA=mo,bagus banget aplikasi bermanfaat jika sulit mencari barang secara langsung,5,0,3.60.24,2025-10-21 09:36:32,"Hi Kak Sandi Rama, makasih bgt ya review dan bintangnya. Aku suka bgt klo Kakak senang belanja di Shopee dan jadi semangat aku buat kasih pelayanan yg terbaik. Klo ada pertanyaan terkait Shopee jangan sungkan DM IG aku di @Shopee_id / @Shopeecare_id ya, sehat selalu ^AT",2025-10-21 10:07:54,Aplikasi,1,0,0,0,0,0,0
61843fd3-cfe2-4fa2-8199-b3f27db98e7c,Nar Tiwen,https://play-lh.googleusercontent.com/a/ACg8ocJOhN6hrccDQYhtrlBHTpeQXUsWncYB1XgDses8G4xApsGWPg=mo,"padahal nyari lokasi yang sama toko dari indramayu pesan orang indramayu niat nya biar cepet, eh ini paket malah muter-muter ke jakarta dulu. harus nya 1 hari ini 4 hari. tadi kalo gini beli ajh di jakarta biar perjalanan 3 hari nyampe.",2,0,,2025-10-21 09:35:22,"Hai kak Nar Tiwen
maaf yaa udh buat ga nyaman terkait kendala yg kakak alami. agar aku bisa bantu cek boleh infoin Username dan Nomor pesanan kakak melalui via  DM ke sosmed kita @Shopee_id/@Shopeecare_id ya. Have a nice day ^DM",2025-10-21 10:11:01,Pengiriman,0,1,0,0,0,0,0
c760828f-b897-4dfb-aa52-6225d2cfe7c2,Darpin Er,https://play-lh.googleusercontent.com/a/ACg8ocJQiIPaE_IBEsmVwzSKfbhQ0c9cstzmwQ9h28AMuenuXJU9xQ=mo,"saya kasi bintang lima karena cara masuknya mudah banget dan tidak banyak iklannya saya suka sekali Shopee ini karena banyak barng yang cantik dan jika ingin di cekout mudah banget, dan saya juga baru 8 kali dapat iklan bagus banget, ( terimah kasih Shopee)",5,0,,2025-10-21 09:35:01,"Hi Kak Darpin Er , makasih ya buat bintang nya. aku happy banget nih dapet bintang 5 dari kakak. o iya, jangan lupa buat pantengin terus sosmed resmi shopee biar dapetin info terupdate nya ya kak. kalo ada kendala terkait shopee bisa chat aku di DM IG @shopee_id. bahagia selalu ^YT",2025-10-21 10:10:56,Aplikasi,1,0,0,0,0,0,0
44311a81-b68a-4852-8be2-d64ad9909ff5,Anindrisekuy,https://play-lh.googleusercontent.com/a/ACg8ocIdudnAscjDZORPRiYRa_5jR8tzjEsmIRvH_raXo3bBKN9XPQ=mo,"banyak promo yang menarik ongkir yang murah cocok deh belanja untuk kaum mendang mending,,,bisa pengembalian barang jika tidak sesuai,,,, mantap dehhhhh pokoknya",5,0,3.59.43,2025-10-21 09:33:47,hai kak Anindrisekuy  thanks buat 5 bintang dan reviewnya. semoga kakak selalu happy belanja kebutuhan dan bertransaksi di shopee. pantau terus aplikasi dan sosmed shopee biar kakak nggak ketinggalan promo yg ada di shopee. kalau ada kendala terkait shopee bisa langsung DM IG shopee_id. Happy shopping^ME,2025-10-21 10:11:02,"Pengiriman,Harga",0,1,0,1,0,0,0
e979909b-d172-4858-8427-4db16c3eb378,hidayat dayat,https://play-lh.googleusercontent.com/a/ACg8ocKAs9uwj6R57PENbV_Ldjb2cFmB-UMUGbK3_G4RFhtyrj1P2Q=mo,aplikasi ini sangat bagus untuk memesan barang yg ada butuh,5,0,,2025-10-21 09:33:10,"Hi Kak hidayat dayat, makasih ya untuk reviewnya.

Kuy kepoin sosial media resmi shopee biar Kakak tau update promo yang saat ini tersedia hehe. Jangan sungkan chat aku di dm IG @Shopee_id ya kalo kamu ada pertanyaan atau kendala seputar shopee. ^CX",2025-10-21 10:11:42,Aplikasi,1,0,0,0,0,0,0
22528a90-ddcd-4466-aa00-738d0ca3507b,Bagus Sudiana,https://play-lh.googleusercontent.com/a/ACg8ocLwUsPHZ6_8AEW0j0brXiF63NsWT4G0WkpdR0ejNG4GcSnfQA=mo,shopee aplikasi penjualan produk2 barang murah yang dapat di depercaya oleh konsumen,5,0,3.40.11,2025-10-21 09:32:13,"Halo Kak Bagus Sudiana , yuhuu
Shopee emang juara ya, Kak! Selain murah dan mudah, pastinya juga terpercaya. Yuk, belanja lagi biar makin seru! Jangan lupa pakai voucher gratis ongkirnya ya, supaya belanjanya makin hemat dan menyenangkan.
Semoga harinya menyenangkan, Kak. ^AL",2025-10-21 10:08:36,"Aplikasi,Produk,Harga,Penjual",1,0,1,1,0,0,1
40a861fd-d7e1-4008-a65f-fc2408bed1c7,yuli anda,https://play-lh.googleusercontent.com/a-/ALV-UjVdvYD6MyqeMdm7evqKUZkSjLm2RdRVPp0ENb-2jfF6yrKE0pw,"masih banyak toko roko online di shopee tidak bertanggungjawab, banyak pesanan pesanan konsumen di kirim tidak sesuai dengan diskripsinya alias banyak penipuan dan kecurangan.",4,0,3.59.43,2025-10-21 09:31:15,"Hai kak yuli anda, maaf ya udah buat kamu ngga nyaman karena kendala penipuan pesanan yg kamu alami. Biar bisa aku bantu pengecekan, kamu bisa infoin username dan no pesanan kamu ke DM Social Media kita @Shopee_id / @Shopeecare_id ya Kak. Semoga kendala km dapat segera terselesaikan yaa kak. Sehat selalu^CN",2025-10-21 10:10:20,"Pengiriman,Layanan Pelanggan (CS)",0,1,0,0,0,1,0
225746a8-abac-4947-bf84-1fe9da3600b4,Oki Fredian Sahrizal,https://play-lh.googleusercontent.com/a/ACg8ocKSK5KqxqiyN8K7MCbdic2X9NioBUIBsY7h_rf9VOYYFSBRGw=mo,Aplikasi e-commerce paling lengkap dan baik tapi untuk layanan ekspedisi spx masih buruk karena terkadang pengiriman sering lama dan tidak sesuai jadwal dan kurir spx yg sering menunda nunda waktu pengiriman paket ke pembeli yg itu merugikan pembeli dan penjual. Jadi pihak shopee benahi dulu sistem manajemen ekspedisi spx yg buruk dan sering di kritik pembeli,5,0,3.56.29,2025-10-21 09:30:35,"Hi kak Oki Fredian Sahrizal, maaf ya udah buat kecewa. Shopee selalu memberikan pelayanan yg terbaik untuk semua pengguna. Agar bisa aku bantu pengecekan kendalanya, kakak bisa infoin ke aku no pesanan dan username di DM @shopee_id / @shopeecare_id ditunggu ya kak, Sehat selalu ^CP",2025-10-21 10:08:05,"Aplikasi,Pengiriman,Layanan Pelanggan (CS),Penjual",1,1,0,0,0,1,1
fbba3507-9847-426a-b51f-110c72ae1e09,Yasim,https://play-lh.googleusercontent.com/a/ACg8ocJ6V7U_eFn9d39G8n4b6A0Ccni5HDE3NWD3ZntvMXCqmGhsIg=mo,"Aplikasi bikin naik darah, pesan paket di batalkan terus sama pihak shopee",1,0,3.60.25,2025-10-21 09:26:53,"Hai kak Yasim, maaf ya udah bikin kamu ngga nyaman karena kendala yang kakak alami. Agar aku bisa bantu cek, boleh infoin username dan nomor pesanan yg kendala kakak ke DM X @ShopeeID atau @ShopeeCare_id. Aku tunggu ^AT",2025-10-21 10:11:20,"Aplikasi,Pengiriman,Penjual",1,1,0,0,0,0,1
6886a31a-049f-4ddc-929e-6b46f7261f78,meily herawati,https://play-lh.googleusercontent.com/a/ACg8ocJe_YaZHrc-W8jrphMXdMXbZZrHJkP-VPQqmplg5y9yjXZ6R_w=mo,Mudah untuk mencari barang yg kita butuhkan,5,0,3.56.29,2025-10-21 09:26:06,"Hai kak meily herawati
makasih buat rating bintang 5 dan feedbacknya. Wahhh aku seneng banget dengernya. Tetep setia sama Shopee ya kak. Shopee bakal ngasih banyak kejutan buat Shobat Shopee. Kalau ada kendala terkait aplikasi shopee kamu boleh banget hubungi aku di DM Sosmed kita @Shopee_id / @shopeecare_id ya. Have a nice day ^DM",2025-10-21 10:10:01,Aplikasi,1,0,0,0,0,0,0
62366d29-048e-443b-b14f-1a18d01a067b,Qirani Felicia,https://play-lh.googleusercontent.com/a-/ALV-UjVqrzhHSlCwpmOJBJ2tvknuZUltphdRTVaq15Nb6mxePkDf53Y,Ongkir nya terlalu besar.,1,0,,2025-10-21 09:23:59,"Hai kak Qirani Felicia, mohon maaf atas ketidaknyamanan nya. terkait feedback dri kakak akan dijadikan evaluasi agar pelayanan dan juga performa aplikasi Shopee semakin lebih baik lagi ke depan nya. Kalau ada kendala terkait Shopee kakak bisa DM IG aku di @Shopee_id ya kak . Sehat selalu ^AT",2025-10-21 10:09:22,Pengiriman,0,1,0,0,0,0,0
bea27243-d72f-43da-9f70-11ce4f1e5057,Titiwahyuni,https://play-lh.googleusercontent.com/a/ACg8ocKt_KITINNDSU2a2z4Q2nq8-Cqf63a4LntFYoTsUIk0lFHG6g=mo,ini shoppe apa gangguan ya kenp tagihan shopay pinjam udah ada sebelum 10 hari dan yg sudah dibayar mengapa saldo spijam tidak naik,4,0,3.60.25,2025-10-21 09:23:51,"Hi kak Titiwahyuni maaf buat kakak risau terkait kendala voucher kakak, agar aku bisa bantu pengecekan lebih lanjut, boleh kakak infokan kendala detail ke aku via DM IG shopee_id ya kak. Have a nice day ^WS . Terima kasih ^WS",2025-07-22 05:51:03,Pembayaran,0,0,0,0,1,0,0
abac670d-f45d-41b4-a5a1-8ade625c7f6e,Arsip 1,https://play-lh.googleusercontent.com/a-/ALV-UjX-VKYaWw4Ozye6hcqoxbY38fK6FN6GoAfUgWdZJTXhptw2W6I,APLIKASI TERBAIKKK,5,0,,2025-10-21 09:22:28,"Hi Kak Arsip 1, makasih ya buat bintang 5 nya. Kuyy pantau terus dan ceki-ceki sosmed kita biar ga ketinggalan promo menarik lainnya. Klo kamu ada pertanyaan terkait Shopee boleh chat di aplikasi Shopee atau DM ke instagram @shopee_id / @shopeecare_id ya kak. Have a nice day ^CA",2025-10-21 10:09:04,Aplikasi,1,0,0,0,0,0,0
